%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point_id,field.x,field.y,field.z,field.range,field.velocity,field.doppler_bin,field.bearing,field.intensity
1571299394789107768,869999,1571299394767895619,ti_mmwave,10,2.68359375,-1.548828125,0.0,3.09360861778,0.0,8,-29.9912643433,21.1394329071
1571299394789110530,870000,1571299394767899510,ti_mmwave,11,2.8125,-1.4921875,0.0,3.18075251579,0.0,8,-27.9484348297,19.7312793732
1571299394789112416,870001,1571299394767903116,ti_mmwave,12,2.8515625,-1.513671875,0.0,3.2243244648,0.0,8,-27.9603424072,20.0
1571299394789114297,870002,1571299394767906829,ti_mmwave,13,2.890625,-1.533203125,0.0,3.2678964138,0.0,8,-27.9417190552,18.5733242035
1571299394789117098,870003,1571299394767910842,ti_mmwave,14,4.142578125,0.12890625,0.0,4.13933563232,0.0,8,1.78232049942,24.014005661
1571299394789119150,870004,1571299394767914490,ti_mmwave,15,4.1875,-0.0,0.0,4.18290758133,0.0,8,-0.0,27.9098854065
1571299394789121326,870005,1571299394767918672,ti_mmwave,16,4.232421875,-0.0,0.0,4.22647953033,0.0,8,-0.0,27.3639640808
1571299394789123200,870006,1571299394767922360,ti_mmwave,17,4.578125,0.142578125,0.0,4.57505512238,0.0,8,1.78380572796,23.0102996826
1571299394789125088,870007,1571299394767926433,ti_mmwave,18,4.623046875,0.14453125,0.0,4.61862707138,0.0,8,1.79066622257,26.0097293854
1571299394789126999,870008,1571299394767930062,ti_mmwave,19,4.66796875,-0.0,0.0,4.66219902039,0.0,8,-0.0,24.5178642273
1571299394789128894,870009,1571299394767933773,ti_mmwave,20,4.69140625,0.44140625,0.0,4.70577096939,0.0,8,5.37503623962,23.9269695282
1571299394789130966,870010,1571299394767937396,ti_mmwave,21,4.734375,0.4453125,0.0,4.7493429184,0.0,8,5.37339782715,22.5527248383
1571299394789133264,870011,1571299394767940977,ti_mmwave,22,5.818359375,3.359375,0.0,6.71008062363,0.0,8,30.0010585785,10.0
1571299394789135297,870012,1571299394767944985,ti_mmwave,23,5.728515625,3.591796875,0.0,6.75365257263,0.0,8,32.0878410339,14.7712125778
1571299394789137209,870013,1571299394767948764,ti_mmwave,24,5.765625,3.615234375,0.0,6.79722452164,0.0,8,32.0890464783,17.481880188
1571299394789139179,870014,1571299394767952478,ti_mmwave,25,5.802734375,3.638671875,0.0,6.84079647064,0.0,8,32.0902481079,16.1278381348
1571299394789141271,870015,1571299394767956315,ti_mmwave,26,10.443359375,-3.435546875,0.0,10.980132103,0.0,8,-18.2096290588,9.03090000153
1571299394789143173,870016,1571299394767959994,ti_mmwave,27,10.484375,-3.44921875,0.0,11.0237035751,0.0,8,-18.2105121613,11.1394338608
1571299394789145140,870017,1571299394767963603,ti_mmwave,28,10.40625,-3.80859375,0.0,11.067276001,0.0,8,-20.1021709442,10.7918128967
1571299394789147073,870018,1571299394767967336,ti_mmwave,29,7.359375,8.34375,0.0,11.1108474731,0.0,8,48.5869827271,16.7209777832
